SIMPLE_LEMMA,PART_OF_SPEECH,Total_Count_in_Text
opto,Verb,25
munus,Noun,37
nec,Conjunction,331
sperno,Verb,3
non,Adverb,259
vos,Pronoun,62
rex,Noun,132
Latinus,Adjective,63
dives,Adjective,16
uber,Noun,10
ager,Noun,28
Troia,Noun,87
ve,Conjunction,79
opulentia,Noun,1
desum,Verb,7
ipse,Pronoun,289
modo,Adverb,13
Aeneas,Noun,238
nos,Pronoun,79
si,Conjunction,206
tantus,Adjective,118
cupido,Noun,12
sum,Verb,531
si,Conjunction,206
iungo,Verb,36
hospitium,Noun,14
propero,Verb,9
socius,Noun,95
ve,Conjunction,79
voco,Verb,110
advenio,Verb,8
vultus,Noun,32
neu,Conjunction,21
exhorresco,Verb,1
amicus,Adjective,30
pars,Noun,88
ego,Pronoun,389
pax,Noun,37
sum,Verb,531
dextera,Noun,111
tango,Verb,15
tyrannus,Noun,7
vos,Pronoun,62
contra,Preposition,75
rex,Noun,132
meus,Adjective,80
nunc,Adverb,216
mandatum,Noun,8
refero,Verb,64
sum,Verb,531
ego,Pronoun,389
nata,Noun,16
vir,Noun,170
gens,Noun,96
qui,Pronoun,766
iungo,Verb,36
noster,Adjective,94
non,Adverb,259
patrius,Adjective,54
e,Preposition,131
adytum,Noun,9
sors,Noun,27
non,Adverb,259
multus,Adjective,161
caelum,Noun,142
monstrum,Noun,31
sino,Verb,31
gener,Noun,15
externus,Adjective,11
adsum,Verb,53
a,Preposition,197
ora,Noun,50
hic,Pronoun,694
Latium,Noun,31
resto,Verb,10
cano,Verb,43
qui,Pronoun,766
sanguis,Noun,96
noster,Adjective,94
nomen,Noun,90
in,Preposition,769
astrum,Noun,20
fero,Verb,273
hic,Pronoun,694
ille,Pronoun,379
posco,Verb,45
fatum,Noun,125
et,Conjunction,2083
reor,Verb,16
et,Conjunction,2083
si,Conjunction,206
quis,Pronoun,85
verus,Adjective,14
mens,Noun,67
auguro,Verb,1
opto,Verb,25
hic,Pronoun,694
effor,Verb,28
equus,Noun,128
numerus,Noun,25
pater,Noun,172
eligo,Verb,1
omnis,Adjective,330
sto,Verb,88
ter,Number,38
centum,Number,32
nitidus,Adjective,2
in,Preposition,769
praesaepe,Noun,4
altus,Adjective,175
omnis,Adjective,330
extemplo,Adverb,14
Teucrus,Adjective,130
iubeo,Verb,70
ordo,Noun,30
duco,Verb,77
insterno,Verb,3
ostrum,Noun,12
alipes,Adjective,2
pictus,Adjective,13
que,Conjunction,3212
tapetum,Noun,3
aureus,Adjective,36
pectus,Noun,120
demissus,Adjective,2
monile,Noun,2
pendeo,Verb,28
tego,Verb,39
aurum,Noun,77
fulvus,Adjective,19
mando,Verb,5
sub,Preposition,160
dens,Noun,9
aurum,Noun,77
absum,Verb,19
Aeneas,Noun,238
currus,Noun,51
geminus,Adjective,41
que,Conjunction,3212
iugalis,Adjective,6
semen,Noun,3
a,Preposition,197
aetherius,Adjective,19
spiro,Verb,12
naris,Noun,4
ignis,Noun,91
ille,Pronoun,379
de,Preposition,113
gens,Noun,96
pater,Noun,172
qui,Pronoun,766
daedalus,Adjective,1
Circe,Noun,4
suppo,Verb,4
de,Preposition,113
mater,Noun,84
nothus,Adjective,2
furor,Verb,2
creo,Verb,5
talis,Pronoun,148
Aeneades,Noun,18
donum,Noun,58
dictum,Noun,93
que,Conjunction,3212
Latinus,Adjective,63
sublimis,Adjective,15
in,Preposition,769
equus,Noun,128
redeo,Verb,13
pax,Noun,37
que,Conjunction,3212
reporto,Verb,7
ecce,Interjection,37
autem,Conjunction,28
Inachius,Adjective,2
sui,Pronoun,303
refert,Verb,6
a,Preposition,197
Argus,Adjective,19
saevus,Adjective,59
Iuppiter,Noun,86
coniunx,Noun,60
aura,Noun,85
que,Conjunction,3212
inveho,Verb,9
teneo,Verb,133
et,Conjunction,2083
laetus,Adjective,78
Aeneas,Noun,238
classis,Noun,62
que,Conjunction,3212
e,Preposition,131
aether,Noun,52
longus,Adjective,125
Dardanus,Adjective,38
Siculus,Adjective,7
prospicio,Verb,16
a,Preposition,197
usque,Adverb,6
Pachynus,Noun,3
molior,Verb,16
iam,Adverb,250
tectum,Noun,83
video,Verb,214
iam,Adverb,250
fido,Verb,9
terra,Noun,166
desero,Verb,31
ratis,Noun,22
sto,Verb,88
acer,Adjective,46
figo,Verb,38
dolor,Noun,40
tum,Adverb,248
quasso,Verb,9
caput,Noun,84
hic,Pronoun,694
effundo,Verb,35
pectus,Noun,120
dictum,Noun,93
heu,Interjection,34
stirps,Noun,19
invisus,Adjective,14
et,Conjunction,2083
for,Verb,93
contrarius,Adjective,5
noster,Adjective,94
fatum,Noun,125
Phryx,Noun,2
num,Adverb,10
Sigeus,Adjective,2
occumbo,Verb,4
campus,Noun,78
num,Adverb,10
capio,Verb,50
possum,Verb,95
capio,Verb,50
num,Adverb,10
incendo,Verb,29
cremo,Verb,4
Troia,Noun,87
vir,Noun,170
medius,Adjective,164
acies,Noun,67
medius,Adjective,164
que,Conjunction,3212
per,Preposition,351
ignis,Noun,91
invenio,Verb,13
via,Noun,78
at,Conjunction,146
credo,Verb,42
meus,Adjective,80
numen,Noun,62
tandem,Adverb,42
fessus,Adjective,33
iaceo,Verb,36
odium,Noun,13
aut,Conjunction,216
exsaturo,Verb,1
quiesco,Verb,12
quin,Adverb,29
etiam,Adverb,41
patria,Noun,42
excutio,Verb,22
infestus,Adjective,8
per,Preposition,351
unda,Noun,109
audeo,Verb,38
sequor,Verb,122
et,Conjunction,2083
profugus,Adjective,5
totus,Adjective,103
ego,Pronoun,389
oppono,Verb,11
pontus,Noun,30
absumo,Verb,6
in,Preposition,769
Teucrus,Adjective,130
vis,Noun,110
caelum,Noun,142
que,Conjunction,3212
mare,Noun,61
que,Conjunction,3212
quis,Pronoun,350
Syrtis,Noun,5
aut,Conjunction,216
Scylla,Noun,7
ego,Pronoun,389
quis,Pronoun,350
vastus,Adjective,46
Charybdis,Noun,4
prosum,Verb,5
optatus,Adjective,9
condo,Verb,45
Thybris,Noun,18
alveus,Noun,4
securus,Adjective,5
pelagus,Noun,44
atque,Conjunction,293
ego,Pronoun,389
Mars,Noun,43
perdo,Verb,3
gens,Noun,96
immanis,Adjective,47
Lapitha,Noun,3
valeo,Verb,21
concedo,Verb,11
in,Preposition,769
ira,Noun,65
ipse,Pronoun,289
deus,Noun,181
antiquus,Adjective,42
genitor,Noun,57
Calydon,Noun,3
Diana,Noun,11
quis,Pronoun,350
scelus,Noun,20
aut,Conjunction,216
Lapitha,Noun,3
tantus,Adjective,118
aut,Conjunction,216
Calydon,Noun,3
mereo,Verb,13
at,Conjunction,146
ego,Pronoun,389
magnus,Adjective,282
Iuppiter,Noun,86
coniunx,Noun,60
nihil,Pronoun,23
linquo,Verb,41
inausus,Adjective,2
qui,Pronoun,766
possum,Verb,95
infelix,Adjective,48
qui,Pronoun,766
ego,Pronoun,389
in,Preposition,769
omnis,Adjective,330
verto,Verb,73
vinco,Verb,59
a,Preposition,197
Aeneas,Noun,238
quod,Conjunction,18
si,Conjunction,206
meus,Adjective,80
numen,Noun,62
non,Adverb,259
sum,Verb,531
magnus,Adjective,282
satis,Adverb,25
dubito,Verb,7
haud,Adverb,102
equidem,Adverb,31
imploro,Verb,6
qui,Pronoun,766
usquam,Adverb,8
sum,Verb,531
flecto,Verb,20
si,Conjunction,206
nequeo,Verb,7
superus,Adjective,113
Acheron,Noun,7
moveo,Verb,51
non,Adverb,259
do,Verb,317
regnum,Noun,86
sum,Verb,531
prohibeo,Verb,10
Latinus,Adjective,63
atque,Conjunction,293
immotus,Adjective,12
maneo,Verb,44
fatum,Noun,125
Lavinia,Noun,11
coniunx,Noun,60
at,Conjunction,146
traho,Verb,41
atque,Conjunction,293
mora,Noun,40
tantus,Adjective,118
licet,Verb,25
addo,Verb,40
res,Noun,98
at,Conjunction,146
licet,Verb,25
ambo,Number,25
populus,Noun,43
exscindo,Verb,6
rex,Noun,132
hic,Pronoun,694
gener,Noun,15
atque,Conjunction,293
socer,Noun,8
coeo,Verb,11
merces,Noun,1
sui,Pronoun,303
sanguis,Noun,96
Troianus,Adjective,46
et,Conjunction,2083
Rutulus,Adjective,64
doto,Verb,1
virgo,Noun,47
et,Conjunction,2083
Bellona,Noun,2
maneo,Verb,44
tu,Pronoun,419
pronuba,Noun,2
nec,Conjunction,331
fax,Noun,21
tantum,Adverb,36
Cisseis,Noun,2
praegnans,Adjective,2
ignis,Noun,91
enitor,Verb,4
iugalis,Adjective,6
quin,Adverb,29
idem,Pronoun,55
Venus,Noun,34
partus,Noun,6
suus,Adjective,69
et,Conjunction,2083
Paris,Noun,9
alter,Adjective,29
funestus,Adjective,1
que,Conjunction,3212
iterum,Adverb,26
recidivus,Adjective,3
in,Preposition,769
Pergama,Noun,18
taeda,Noun,12
hic,Pronoun,694
ubi,Adverb,108
dictum,Noun,93
do,Verb,317
terra,Noun,166
horrendus,Adjective,20
peto,Verb,128
luctificus,Adjective,1
Allecto,Noun,7
dirus,Adjective,33
a,Preposition,197
sedes,Noun,62
dea,Noun,55
infernus,Adjective,8
que,Conjunction,3212
cieo,Verb,17
tenebrae,Noun,17
qui,Pronoun,766
tristis,Adjective,44
bellum,Noun,179
ira,Noun,65
que,Conjunction,3212
insidiae,Noun,15
que,Conjunction,3212
et,Conjunction,2083
crimen,Noun,15
noxius,Adjective,2
cor,Noun,33
odi,Verb,7
et,Adverb,67
ipse,Pronoun,289
pater,Noun,172
Pluto,Noun,1
odi,Verb,7
soror,Noun,39
Tartareus,Adjective,7
monstrum,Noun,31
tot,Pronoun,46
sui,Pronoun,303
verto,Verb,73
in,Preposition,769
os,Noun,142
tam,Adverb,23
saevus,Adjective,59
facies,Noun,34
tot,Pronoun,46
pullulo,Verb,1
ater,Adjective,71
coluber,Noun,4
qui,Pronoun,766
Iuno,Noun,56
hic,Pronoun,694
acuo,Verb,7
verbum,Noun,23
ac,Conjunction,112
talis,Pronoun,148
for,Verb,93
hic,Pronoun,694
ego,Pronoun,389
do,Verb,317
proprius,Adjective,8
virgo,Noun,47
sero,Verb,15
nox,Noun,97
labor,Noun,74
hic,Pronoun,694
opera,Noun,1
ne,Conjunction,66
noster,Adjective,94
honor,Noun,61
infringo,Verb,6
ve,Conjunction,79
cedo,Verb,41
fama,Noun,62
locus,Noun,85
neu,Conjunction,21
conubium,Noun,14
ambio,Verb,1
Latinus,Noun,41
Aeneades,Noun,18
possum,Verb,95
Italus,Adjective,43
ve,Conjunction,79
obsideo,Verb,14
finis,Noun,43
tu,Pronoun,419
possum,Verb,95
unanimus,Adjective,3
armo,Verb,23
in,Preposition,769
proelium,Noun,41
frater,Noun,40
atque,Conjunction,293
odium,Noun,13
verso,Verb,20
domus,Noun,85
tu,Pronoun,419
verber,Noun,7
tectum,Noun,83
funereus,Adjective,3
que,Conjunction,3212
infero,Verb,24
fax,Noun,21
tu,Pronoun,419
nomen,Noun,90
mille,Number,30
mille,Number,30
noceo,Verb,4
ars,Noun,37
fecundus,Adjective,2
concutio,Verb,18
pectus,Noun,120
disicio,Verb,12
compono,Verb,16
pax,Noun,37
sero,Verb,15
crimen,Noun,15
bellum,Noun,179
arma,Noun,279
volo,Verb,46
posco,Verb,45
que,Conjunction,3212
simul,Adverb,63
rapio,Verb,58
que,Conjunction,3212
iuventus,Noun,25
exinde,Adverb,5
Gorgoneus,Adjective,1
Allecto,Noun,7
infectus,Adjective,6
venenum,Noun,9
principium,Noun,11
Latium,Noun,31
et,Conjunction,2083
Laurens,Adjective,20
tectum,Noun,83
tyrannus,Noun,7
celsus,Adjective,23
peto,Verb,128
tacitus,Adjective,23
que,Conjunction,3212
obsideo,Verb,14
limen,Noun,68
Amata,Noun,6
qui,Pronoun,766
super,Preposition,74
adventus,Noun,6
Teucrus,Adjective,130
Turnus,Noun,152
que,Conjunction,3212
hymenaeus,Noun,14
femineus,Adjective,11
ardens,Adjective,36
cura,Noun,70
que,Conjunction,3212
ira,Noun,65
que,Conjunction,3212
coquo,Verb,2
hic,Pronoun,694
dea,Noun,55
caerulus,Adjective,19
unus,Number,100
de,Preposition,113
crinis,Noun,28
anguis,Noun,12
conicio,Verb,20
in,Preposition,769
que,Conjunction,3212
sinus,Noun,19
praecordia,Noun,5
ad,Preposition,322
interior,Adjective,9
subdo,Verb,2
qui,Pronoun,766
furibundus,Adjective,2
domus,Noun,85
monstrum,Noun,31
permisceo,Verb,5
omnis,Adjective,330
ille,Pronoun,379
inter,Preposition,116
vestis,Noun,32
et,Conjunction,2083
levis,Adjective,10
pectus,Noun,120
labor,Verb,41
volvo,Verb,53
attactus,Noun,1
nullus,Adjective,57
fallo,Verb,25
que,Conjunction,3212
furo,Verb,51
vipereus,Adjective,3
inspiro,Verb,3
anima,Noun,50
fio,Verb,17
tortilis,Adjective,1
collum,Noun,28
aurum,Noun,77
ingens,Adjective,168
coluber,Noun,4
fio,Verb,17
longus,Adjective,125
taenia,Noun,2
vitta,Noun,18
innecto,Verb,10
que,Conjunction,3212
coma,Noun,25
et,Conjunction,2083
membrum,Noun,31
lubricus,Adjective,5
erro,Verb,32
ac,Conjunction,112
dum,Conjunction,81
primus,Number,200
lues,Noun,2
udus,Adjective,4
sublabor,Verb,3
venenum,Noun,9
pertempto,Verb,3
sensus,Noun,7
atque,Conjunction,293
os,Noun,32
implico,Verb,13
ignis,Noun,91
necdum,Adverb,9
animus,Noun,162
totus,Adjective,103
percipio,Verb,2
pectus,Noun,120
flamma,Noun,73
molliter,Adverb,2
et,Conjunction,2083
solitus,Adjective,6
mater,Noun,84
de,Preposition,113
mos,Noun,44
loquor,Verb,27
sum,Verb,531
multa,Adverb,4
super,Preposition,74
nata,Noun,16
lacrimo,Verb,13
Phrygius,Adjective,28
que,Conjunction,3212
hymenaeus,Noun,14
exsul,Noun,4
ne,Adverb,63
do,Verb,317
duco,Verb,77
Lavinia,Noun,11
Teucrus,Adjective,130
o,Interjection,108
genitor,Noun,57
nec,Conjunction,331
tu,Pronoun,419
miseret,Verb,4
nata,Noun,16
que,Conjunction,3212
tu,Pronoun,419
que,Conjunction,3212
nec,Conjunction,331
mater,Noun,84
miseret,Verb,4
qui,Pronoun,766
primus,Number,200
Aquilo,Noun,6
relinquo,Verb,80
perfidus,Adjective,6
altum,Noun,28
peto,Verb,128
abduco,Verb,4
virgo,Noun,47
praedo,Noun,3
at,Conjunction,146
non,Adverb,259
sic,Adverb,162
Phrygius,Adjective,28
penetro,Verb,4
Lacedaemon,Noun,1
pastor,Noun,11
Ledaeus,Adjective,2
que,Conjunction,3212
Helena,Noun,2
Troianus,Adjective,46
veho,Verb,24
ad,Preposition,322
urbs,Noun,196
quis,Pronoun,350
tuus,Adjective,115
sanctus,Adjective,16
fides,Noun,26
quis,Pronoun,350
cura,Noun,70
antiquus,Adjective,42
tui,Pronoun,14
et,Conjunction,2083
consanguineus,Adjective,4
totiens,Adverb,10
do,Verb,317
dextera,Noun,111
Turnus,Noun,152
si,Conjunction,206
gener,Noun,15
externus,Adjective,11
peto,Verb,128
de,Preposition,113
gens,Noun,96
Latinus,Adjective,63
is,Pronoun,82
que,Conjunction,3212
sedeo,Verb,37
Faunus,Noun,11
que,Conjunction,3212
premo,Verb,54
tu,Pronoun,419
iussum,Noun,22
parens,Noun,67
omnis,Adjective,330
equidem,Adverb,31
sceptrum,Noun,18
terra,Noun,166
qui,Pronoun,766
liber,Adjective,4
noster,Adjective,94
dissideo,Verb,1
externus,Adjective,11
reor,Verb,16
et,Conjunction,2083
sic,Adverb,162
dico,Verb,149
divus,Noun,69
et,Conjunction,2083
Turnus,Noun,152
si,Conjunction,206
primus,Number,200
domus,Noun,85
repeto,Verb,11
origo,Noun,10
Inachus,Noun,2
Acrisius,Noun,1
que,Conjunction,3212
pater,Noun,172
medius,Adjective,164
que,Conjunction,3212
Mycenae,Noun,11
hic,Pronoun,694
ubi,Adverb,108
nequiquam,Adverb,36
dico,Verb,149
experior,Verb,10
Latinus,Noun,41
contra,Preposition,75
sto,Verb,88
video,Verb,214
penitus,Adverb,22
que,Conjunction,3212
in,Preposition,769
viscus,Noun,12
labor,Verb,41
serpens,Noun,9
furialis,Adjective,2
malum,Noun,25
totus,Adjective,103
que,Conjunction,3212
pererro,Verb,5
tum,Adverb,248
vero,Adverb,44
infelix,Adjective,48
ingens,Adjective,168
excio,Verb,8
monstrum,Noun,31
immensus,Adjective,11
sine,Preposition,29
mos,Noun,44
furo,Verb,51
lympho,Verb,1
per,Preposition,351
urbs,Noun,196
ceu,Conjunction,19
quondam,Adverb,41
torqueo,Verb,43
volito,Verb,13
sub,Preposition,160
verber,Noun,7
turbo,Noun,17
qui,Pronoun,766
puer,Noun,52
magnus,Adjective,282
in,Preposition,769
gyrus,Noun,4
vacuus,Adjective,11
atrium,Noun,6
circum,Preposition,74
intentus,Adjective,5
ludus,Noun,11
exerceo,Verb,26
ille,Pronoun,379
ago,Verb,102
habena,Noun,20
curvo,Verb,4
fero,Verb,273
spatium,Noun,16
stupeo,Verb,8
inscius,Adjective,9
supra,Preposition,13
impubes,Adjective,3
que,Conjunction,3212
manus,Noun,206
miror,Verb,24
volubilis,Adjective,1
buxus,Noun,3
do,Verb,317
animus,Noun,162
plaga,Noun,4
non,Adverb,259
cursus,Noun,73
segnis,Adjective,17
ille,Pronoun,379
per,Preposition,351
medius,Adjective,164
urbs,Noun,196
ago,Verb,102
populus,Noun,43
que,Conjunction,3212
ferox,Adjective,10
quin,Adverb,29
etiam,Adverb,41
in,Preposition,769
silva,Noun,68
simulo,Verb,10
numen,Noun,62
Bacchus,Noun,12
magnus,Adjective,282
adorior,Verb,2
nefas,Noun,18
magnus,Adjective,282
que,Conjunction,3212
ordior,Verb,9
furor,Noun,24
evolo,Verb,2
et,Conjunction,2083
nata,Noun,16
frondosus,Adjective,3
mons,Noun,65
abdo,Verb,6
quo,Conjunction,5
thalamus,Noun,20
eripio,Verb,46
Teucrus,Adjective,130
taeda,Noun,12
que,Conjunction,3212
moror,Verb,31
euhoe,Interjection,1
Bacchus,Noun,12
fremo,Verb,35
solus,Adjective,61
tu,Pronoun,419
virgo,Noun,47
dignus,Adjective,20
vociferor,Verb,5
etenim,Conjunction,1
mollis,Adjective,24
tu,Pronoun,419
sumo,Verb,12
thyrsus,Noun,1
tu,Pronoun,419
lustro,Verb,29
chorus,Noun,13
sacer,Adjective,47
tu,Pronoun,419
pasco,Verb,10
crinis,Noun,28
fama,Noun,62
volo,Verb,54
furia,Noun,6
que,Conjunction,3212
accendo,Verb,25
pectus,Noun,120
mater,Noun,84
idem,Pronoun,55
omnis,Adjective,330
simul,Adverb,63
ardor,Noun,5
ago,Verb,102
novus,Adjective,49
quaero,Verb,53
tectum,Noun,83
desero,Verb,31
domus,Noun,85
ventus,Noun,87
do,Verb,317
collum,Noun,28
coma,Noun,25
que,Conjunction,3212
at,Conjunction,146
alius,Adjective,100
tremulus,Adjective,3
ululatus,Noun,4
aether,Noun,52
compleo,Verb,17
pampineus,Adjective,2
que,Conjunction,3212
gero,Verb,40
incingo,Verb,1
pellis,Noun,13
hasta,Noun,72
ipse,Pronoun,289
inter,Preposition,116
medius,Adjective,164
flagro,Verb,8
fervidus,Adjective,12
pinus,Noun,10
sustineo,Verb,10
ac,Conjunction,112
nata,Noun,16
Turnus,Noun,152
que,Conjunction,3212
cano,Verb,43
hymenaeus,Noun,14
sanguineus,Adjective,10
torqueo,Verb,43
acies,Noun,67
torvus,Adjective,7
que,Conjunction,3212
repente,Adverb,14
clamo,Verb,5
io,Interjection,1
mater,Noun,84
audio,Verb,55
ubi,Adverb,108
quisque,Pronoun,32
Latinus,Adjective,63
si,Conjunction,206
quis,Pronoun,85
pius,Adjective,37
animus,Noun,162
maneo,Verb,44
infelix,Adjective,48
Amata,Noun,6
gratia,Noun,5
si,Conjunction,206
ius,Noun,14
maternus,Adjective,7
cura,Noun,70
remordeo,Verb,2
solvo,Verb,38
crinalis,Adjective,2
vitta,Noun,18
capio,Verb,50
orgia,Noun,3
ego,Pronoun,389
cum,Preposition,139
talis,Pronoun,148
inter,Preposition,116
silva,Noun,68
inter,Preposition,116
deserta,Noun,2
fera,Noun,14
regina,Noun,41
Allecto,Noun,7
stimulus,Noun,6
ago,Verb,102
undique,Adverb,35
Bacchus,Noun,12
postquam,Conjunction,37
video,Verb,214
satis,Adverb,25
primus,Number,200
acuo,Verb,7
furor,Noun,24
consilium,Noun,14
que,Conjunction,3212
omnis,Adjective,330
que,Conjunction,3212
domus,Noun,85
verto,Verb,73
Latinus,Noun,41
protinus,Adverb,18
hinc,Adverb,86
fuscus,Adjective,2
tristis,Adjective,44
dea,Noun,55
tollo,Verb,69
ala,Noun,33
audax,Adjective,13
Rutulus,Adjective,64
ad,Preposition,322
murus,Noun,79
qui,Pronoun,766
dico,Verb,149
urbs,Noun,196
Acrisioneus,Adjective,1
Danae,Noun,1
fundo,Verb,6
colonus,Noun,6
praeceps,Adjective,26
defero,Verb,15
Notus,Noun,12
locus,Noun,85
Ardea,Noun,5
quondam,Adverb,41
dico,Verb,149
avus,Noun,17
et,Adverb,67
nunc,Adverb,216
magnus,Adjective,282
maneo,Verb,44
Ardea,Noun,5
nomen,Noun,90
sed,Conjunction,146
fortuna,Noun,66
sum,Verb,531
tectum,Noun,83
hic,Adverb,133
Turnus,Noun,152
in,Preposition,769
altus,Adjective,175
iam,Adverb,250
medius,Adjective,164
niger,Adjective,17
carpo,Verb,11
nox,Noun,97
quies,Noun,18
Allecto,Noun,7
torvus,Adjective,7
facies,Noun,34
et,Conjunction,2083
furialis,Adjective,2
membrum,Noun,31
exuo,Verb,10
in,Preposition,769
vultus,Noun,32
sui,Pronoun,303
transformo,Verb,1
anilis,Adjective,3
et,Conjunction,2083
frons,Noun,16
obscenus,Adjective,6
ruga,Noun,1
aro,Verb,6
induo,Verb,20
albus,Adjective,23
cum,Preposition,139
vitta,Noun,18
crinis,Noun,28
tum,Adverb,248
ramus,Noun,30
innecto,Verb,10
oliva,Noun,8
fio,Verb,17
Calybe,Noun,1
Iuno,Noun,56
anus,Noun,1
templum,Noun,34
que,Conjunction,3212
sacerdos,Noun,26
et,Conjunction,2083
iuvenis,Noun,78
ante,Preposition,102
oculus,Noun,88
hic,Pronoun,694
sui,Pronoun,303
cum,Preposition,139
vox,Noun,113
offero,Verb,13
Turnus,Noun,152
tot,Pronoun,46
incassum,Adverb,3
fundo,Verb,49
patior,Verb,32
labor,Noun,74
et,Conjunction,2083
tuus,Adjective,115
Dardanus,Adjective,38
transcribo,Verb,2
sceptrum,Noun,18
colonus,Noun,6
rex,Noun,132
tu,Pronoun,419
coniugium,Noun,10
et,Conjunction,2083
quaero,Verb,53
sanguis,Noun,96
dos,Noun,1
abnego,Verb,3
externus,Adjective,11
que,Conjunction,3212
in,Preposition,769
regnum,Noun,86
quaero,Verb,53
heres,Noun,2
eo,Verb,138
nunc,Adverb,216
ingratus,Adjective,5
offero,Verb,13
tu,Pronoun,419
irrideo,Verb,4
periculum,Noun,25
Tyrrhenus,Adjective,32
eo,Verb,138
sterno,Verb,47
acies,Noun,67
tego,Verb,39
pax,Noun,37
Latinus,Adjective,63
hic,Pronoun,694
adeo,Adverb,19
tu,Pronoun,419
ego,Pronoun,389
placidus,Adjective,27
cum,Conjunction,164
nox,Noun,97
iaceo,Verb,36
ipse,Pronoun,289
palam,Adverb,2
for,Verb,93
omnipotens,Adjective,22
Saturnius,Adjective,22
iubeo,Verb,70
quare,Adverb,4
age,Interjection,22
et,Conjunction,2083
armo,Verb,23
pubes,Noun,20
porta,Noun,60
que,Conjunction,3212
moveo,Verb,51
laetus,Adjective,78
in,Preposition,769
arma,Noun,279
paro,Verb,58
et,Conjunction,2083
Phrygius,Adjective,28
qui,Pronoun,766
flumen,Noun,42
pulcher,Adjective,44
consido,Verb,24
dux,Noun,46
pictus,Adjective,13
que,Conjunction,3212
exuro,Verb,8
carina,Noun,22
caelestis,Noun,3
vis,Noun,110
magnus,Adjective,282
iubeo,Verb,70
rex,Noun,132
ipse,Pronoun,289
Latinus,Noun,41
nisi,Conjunction,21
do,Verb,317
coniugium,Noun,10
et,Conjunction,2083
dictum,Noun,93
pareo,Verb,17
fateor,Verb,12
sentio,Verb,16
et,Conjunction,2083
tandem,Adverb,42
Turnus,Noun,152
experior,Verb,10
in,Preposition,769
arma,Noun,279
hic,Adverb,133
iuvenis,Noun,78
vates,Noun,36
irrideo,Verb,4
sic,Adverb,162
ordior,Verb,9
vicissim,Adverb,6
os,Noun,142
refero,Verb,64
classis,Noun,62
inveho,Verb,9
Thybris,Noun,18
unda,Noun,109
non,Adverb,259
ut,Conjunction,160
reor,Verb,16
meus,Adjective,80
effugio,Verb,12
nuntius,Noun,13
auris,Noun,25
ne,Conjunction,66
tantus,Adjective,118
ego,Pronoun,389
fingo,Verb,13
metus,Noun,39
nec,Conjunction,331
regius,Adjective,19
Iuno,Noun,56
immemor,Adjective,8
sum,Verb,531
nos,Pronoun,79
sed,Conjunction,146
tu,Pronoun,419
vinco,Verb,59
situs,Noun,4
verum,Noun,10
que,Conjunction,3212
effetus,Adjective,4
senectus,Noun,7
o,Interjection,108
mater,Noun,84
cura,Noun,70
nequiquam,Adverb,36
exerceo,Verb,26
et,Conjunction,2083
arma,Noun,279
rex,Noun,132
inter,Preposition,116
falsus,Adjective,10
vates,Noun,36
formido,Noun,18
ludo,Verb,12
cura,Noun,70
tu,Pronoun,419
divus,Noun,69
effigies,Noun,7
et,Conjunction,2083
templum,Noun,34
tueor,Verb,19
bellum,Noun,179
vir,Noun,170
pax,Noun,37
que,Conjunction,3212
gero,Verb,40
qui,Pronoun,766
bellum,Noun,179
gero,Verb,40
talis,Pronoun,148
Allecto,Noun,7
dictum,Noun,93
exardesco,Verb,5
in,Preposition,769
ira,Noun,65
at,Conjunction,146
iuvenis,Noun,78
oro,Verb,47
subitus,Adjective,27
tremor,Noun,5
occupo,Verb,11
artus,Noun,23
derigesco,Verb,3
oculus,Noun,88
tot,Pronoun,46
Erinys,Noun,4
sibilo,Verb,2
hydra,Noun,4
tantus,Adjective,118
que,Conjunction,3212
sui,Pronoun,303
facies,Noun,34
aperio,Verb,34
tum,Adverb,248
flammeus,Adjective,1
torqueo,Verb,43
lumen,Noun,66
cunctor,Verb,13
et,Conjunction,2083
quaero,Verb,53
dico,Verb,149
multus,Adjective,161
repello,Verb,4
et,Conjunction,2083
geminus,Adjective,41
erigo,Verb,10
crinis,Noun,28
anguis,Noun,12
verber,Noun,7
que,Conjunction,3212
insono,Verb,6
rabidus,Adjective,5
que,Conjunction,3212
hic,Pronoun,694
addo,Verb,40
os,Noun,142
en,Interjection,17
ego,Pronoun,389
vinco,Verb,59
situs,Noun,4
qui,Pronoun,766
verum,Noun,10
effetus,Adjective,4
senectus,Noun,7
arma,Noun,279
inter,Preposition,116
rex,Noun,132
falsus,Adjective,10
formido,Noun,18
ludo,Verb,12
respicio,Verb,19
ad,Preposition,322
hic,Pronoun,694
adsum,Verb,53
dirus,Adjective,33
a,Preposition,197
sedes,Noun,62
soror,Noun,39
bellum,Noun,179
manus,Noun,206
letum,Noun,34
que,Conjunction,3212
gero,Verb,40
sic,Adverb,162
effor,Verb,28
fax,Noun,21
iuvenis,Noun,78
conicio,Verb,20
et,Conjunction,2083
ater,Adjective,71
lumen,Noun,66
fumo,Verb,10
figo,Verb,38
sub,Preposition,160
pectus,Noun,120
taeda,Noun,12
ille,Pronoun,379
somnus,Noun,42
ingens,Adjective,168
rumpo,Verb,44
pavor,Noun,5
os,Noun,32
que,Conjunction,3212
et,Conjunction,2083
artus,Noun,23
perfundo,Verb,12
totus,Adjective,103
prorumpo,Verb,5
corpus,Noun,126
sudor,Noun,7
arma,Noun,279
amens,Adjective,13
fremo,Verb,35
