SIMPLE_LEMMA,PART_OF_SPEECH,Total_Count_in_Text
quisquis,Pronoun,15
acerbus,Adjective,13
sum,Verb,531
mors,Noun,71
patior,Verb,32
neque,Conjunction,72
ego,Pronoun,389
indecor,Noun,5
germanus,Adjective,13
video,Verb,214
amplus,Adjective,13
hic,Pronoun,694
oro,Verb,47
sino,Verb,31
ego,Pronoun,389
furo,Verb,51
ante,Preposition,102
furor,Noun,24
dico,Verb,149
et,Conjunction,2083
e,Preposition,131
currus,Noun,51
saltus,Noun,8
do,Verb,317
ocior,Adjective,14
arvum,Noun,53
per,Preposition,351
que,Conjunction,3212
hostis,Noun,85
per,Preposition,351
telum,Noun,147
ruo,Verb,70
maestus,Adjective,36
que,Conjunction,3212
soror,Noun,39
desero,Verb,31
ac,Conjunction,112
rapidus,Adjective,27
cursus,Noun,73
medius,Adjective,164
agmen,Noun,98
rumpo,Verb,44
ac,Conjunction,112
velut,Adverb,29
mons,Noun,65
saxum,Noun,78
de,Preposition,113
vertex,Noun,40
praeceps,Adjective,26
cum,Conjunction,164
ruo,Verb,70
avello,Verb,12
ventus,Noun,87
sive,Conjunction,44
turbidus,Adjective,15
imber,Noun,13
proluo,Verb,2
aut,Conjunction,216
annus,Noun,37
solvo,Verb,38
sublabor,Verb,3
vetustas,Noun,3
fero,Verb,273
in,Preposition,769
abrumpo,Verb,11
magnus,Adjective,282
mons,Noun,65
improbus,Adjective,12
actus,Noun,2
exsulto,Verb,15
que,Conjunction,3212
solum,Noun,30
silva,Noun,68
armentum,Noun,11
vir,Noun,170
que,Conjunction,3212
involvo,Verb,8
sui,Pronoun,303
cum,Preposition,139
disicio,Verb,12
per,Preposition,351
agmen,Noun,98
Turnus,Noun,152
sic,Adverb,162
urbs,Noun,196
ruo,Verb,70
ad,Preposition,322
murus,Noun,79
ubi,Adverb,108
multus,Adjective,161
fundo,Verb,49
sanguis,Noun,96
terra,Noun,166
madeo,Verb,5
strido,Verb,4
que,Conjunction,3212
hastile,Noun,11
aura,Noun,85
significo,Verb,1
que,Conjunction,3212
manus,Noun,206
et,Conjunction,2083
magnus,Adjective,282
simul,Adverb,63
incipio,Verb,24
os,Noun,142
parco,Verb,15
iam,Adverb,250
Rutulus,Adjective,64
et,Conjunction,2083
vos,Pronoun,62
telum,Noun,147
inhibeo,Verb,1
Latinus,Adjective,63
quicumque,Pronoun,27
sum,Verb,531
fortuna,Noun,66
meus,Adjective,80
sum,Verb,531
ego,Pronoun,389
verus,Adjective,14
unus,Number,100
pro,Preposition,48
vos,Pronoun,62
foedus,Noun,42
luo,Verb,6
et,Conjunction,2083
decerno,Verb,5
ferrum,Noun,109
discedo,Verb,10
omnis,Adjective,330
medius,Adjective,164
spatium,Noun,16
que,Conjunction,3212
do,Verb,317
at,Conjunction,146
pater,Noun,172
Aeneas,Noun,238
audio,Verb,55
nomen,Noun,90
Turnus,Noun,152
desero,Verb,31
et,Conjunction,2083
murus,Noun,79
et,Conjunction,2083
superus,Adjective,113
desero,Verb,31
arx,Noun,52
praecipito,Verb,12
que,Conjunction,3212
mora,Noun,40
omnis,Adjective,330
opus,Noun,28
omnis,Adjective,330
rumpo,Verb,44
laetitia,Noun,8
exsulto,Verb,15
horrendum,Adverb,4
que,Conjunction,3212
intono,Verb,8
arma,Noun,279
quantus,Adjective,25
Athos,Noun,1
aut,Conjunction,216
quantus,Adjective,25
Eryx,Noun,10
aut,Conjunction,216
ipse,Pronoun,289
coruscus,Adjective,9
cum,Conjunction,164
fremo,Verb,35
ilex,Noun,9
quantus,Adjective,25
gaudeo,Verb,19
que,Conjunction,3212
nivalis,Adjective,3
vertex,Noun,40
sui,Pronoun,303
attollo,Verb,29
pater,Noun,172
Appenninus,Noun,1
ad,Preposition,322
aura,Noun,85
iam,Adverb,250
vero,Adverb,44
et,Conjunction,2083
Rutulus,Adjective,64
certatim,Adverb,11
et,Conjunction,2083
Troes,Noun,27
et,Conjunction,2083
omnis,Adjective,330
converto,Verb,24
oculus,Noun,88
Italus,Adjective,43
qui,Pronoun,766
que,Conjunction,3212
altus,Adjective,175
teneo,Verb,133
moenia,Noun,92
qui,Pronoun,766
que,Conjunction,3212
inferus,Adjective,46
pulso,Verb,13
aries,Noun,3
murus,Noun,79
arma,Noun,279
que,Conjunction,3212
depono,Verb,8
umerus,Noun,54
stupeo,Verb,8
ipse,Pronoun,289
Latinus,Noun,41
ingens,Adjective,168
gigno,Verb,14
diversus,Adjective,27
pars,Noun,88
orbis,Noun,34
inter,Preposition,116
sui,Pronoun,303
coeo,Verb,11
vir,Noun,170
et,Conjunction,2083
cerno,Verb,47
ferrum,Noun,109
atque,Conjunction,293
ille,Pronoun,379
ut,Conjunction,160
vacuus,Adjective,11
pateo,Verb,14
aequor,Noun,89
campus,Noun,78
procursus,Noun,2
rapidus,Adjective,27
conicio,Verb,20
eminus,Adverb,9
hasta,Noun,72
invado,Verb,17
Mars,Noun,43
clipeus,Noun,50
atque,Conjunction,293
aes,Noun,30
sonorus,Adjective,3
do,Verb,317
gemitus,Noun,35
tellus,Noun,51
tum,Adverb,248
creber,Adjective,14
ensis,Noun,62
ictus,Noun,21
congemino,Verb,2
fors,Noun,9
et,Conjunction,2083
virtus,Noun,38
misceo,Verb,45
in,Preposition,769
unus,Number,100
ac,Conjunction,112
velut,Adverb,29
ingens,Adjective,168
Sila,Noun,1
superus,Adjective,113
ve,Conjunction,79
Taburnus,Noun,1
cum,Conjunction,164
duo,Number,22
converto,Verb,24
inimicus,Adjective,26
in,Preposition,769
proelium,Noun,41
taurus,Noun,21
frons,Noun,16
incurro,Verb,5
pavidus,Adjective,10
cedo,Verb,41
magister,Noun,12
sto,Verb,88
pecus,Noun,9
omnis,Adjective,330
metus,Noun,39
mutus,Adjective,3
musso,Verb,4
que,Conjunction,3212
iuvencus,Noun,2
quis,Pronoun,350
nemus,Noun,37
imperito,Verb,1
quis,Pronoun,350
totus,Adjective,103
armentum,Noun,11
sequor,Verb,122
ille,Pronoun,379
inter,Preposition,116
sui,Pronoun,303
multus,Adjective,161
vis,Noun,110
vulnus,Noun,70
misceo,Verb,45
cornu,Noun,23
que,Conjunction,3212
obnitor,Verb,8
infigo,Verb,9
et,Conjunction,2083
sanguis,Noun,96
largus,Adjective,8
collum,Noun,28
armus,Noun,6
que,Conjunction,3212
lavo,Verb,8
gemitus,Noun,35
nemus,Noun,37
omnis,Adjective,330
remugio,Verb,4
non,Adverb,259
aliter,Adverb,14
Tros,Noun,7
Aeneas,Noun,238
et,Conjunction,2083
Daunius,Adjective,3
heros,Noun,23
concurro,Verb,22
clipeus,Noun,50
ingens,Adjective,168
fragor,Noun,9
aether,Noun,52
compleo,Verb,17
Iuppiter,Noun,86
ipse,Pronoun,289
duo,Number,22
aequo,Verb,19
examen,Noun,2
lanx,Noun,3
sustineo,Verb,10
et,Conjunction,2083
fatum,Noun,125
impono,Verb,25
diversus,Adjective,27
duo,Number,22
quis,Pronoun,350
damno,Verb,3
labor,Noun,74
et,Conjunction,2083
quis,Pronoun,350
vergo,Verb,1
pondus,Noun,16
letum,Noun,34
emico,Verb,8
hic,Adverb,133
impune,Adverb,8
puto,Verb,14
et,Conjunction,2083
corpus,Noun,126
totus,Adjective,103
alte,Adverb,13
tollo,Verb,69
consurgo,Verb,14
Turnus,Noun,152
in,Preposition,769
ensis,Noun,62
et,Conjunction,2083
ferio,Verb,20
exclamo,Verb,3
Troes,Noun,27
trepidus,Adjective,25
que,Conjunction,3212
Latinus,Adjective,63
arrigo,Verb,21
que,Conjunction,3212
ambo,Number,25
acies,Noun,67
at,Conjunction,146
perfidus,Adjective,6
ensis,Noun,62
frango,Verb,18
in,Preposition,769
medius,Adjective,164
que,Conjunction,3212
ardens,Adjective,36
desero,Verb,31
ictus,Noun,21
nisi,Conjunction,21
fuga,Noun,54
subsidium,Noun,2
subeo,Verb,49
fugio,Verb,73
ocior,Adjective,14
Eurus,Noun,8
ut,Conjunction,160
capulus,Noun,3
ignotus,Adjective,19
dextera,Noun,111
que,Conjunction,3212
aspicio,Verb,34
inermis,Adjective,5
fama,Noun,62
sum,Verb,531
praeceps,Adjective,26
cum,Conjunction,164
primus,Number,200
in,Preposition,769
proelium,Noun,41
iungo,Verb,36
conscendo,Verb,6
equus,Noun,128
patrius,Adjective,54
mucro,Noun,16
relinquo,Verb,80
dum,Conjunction,81
trepido,Verb,11
ferrum,Noun,109
auriga,Noun,8
rapio,Verb,58
Metiscus,Noun,5
is,Pronoun,82
que,Conjunction,3212
diu,Adverb,10
dum,Conjunction,81
tergum,Noun,52
do,Verb,317
palor,Verb,7
Teucrus,Adjective,130
sufficio,Verb,8
postquam,Conjunction,37
arma,Noun,279
deus,Noun,181
ad,Preposition,322
Vulcanius,Adjective,4
venio,Verb,122
sum,Verb,531
mortalis,Adjective,24
mucro,Noun,16
glacies,Noun,2
ceu,Conjunction,19
futilis,Adjective,2
ictus,Noun,21
dissilio,Verb,2
fulvus,Adjective,19
resplendeo,Verb,1
fragmen,Noun,4
arena,Noun,25
ergo,Conjunction,40
amens,Adjective,13
diversus,Adjective,27
fuga,Noun,54
peto,Verb,128
aequor,Noun,89
Turnus,Noun,152
et,Conjunction,2083
nunc,Adverb,216
huc,Adverb,53
inde,Adverb,31
huc,Adverb,53
incertus,Adjective,16
implico,Verb,13
orbis,Noun,34
undique,Adverb,35
enim,Conjunction,39
densus,Adjective,36
Teucrus,Adjective,130
includo,Verb,20
corona,Noun,14
atque,Conjunction,293
hinc,Adverb,86
vastus,Adjective,46
palus,Noun,10
hinc,Adverb,86
arduus,Adjective,28
moenia,Noun,92
cingo,Verb,35
nec,Conjunction,331
parum,Adverb,18
Aeneas,Noun,238
quamquam,Conjunction,10
tardo,Verb,7
sagitta,Noun,28
interdum,Adverb,4
genu,Noun,10
impedio,Verb,8
cursus,Noun,73
que,Conjunction,3212
recuso,Verb,11
insequor,Verb,14
trepidus,Adjective,25
que,Conjunction,3212
pes,Noun,65
pes,Noun,65
fervidus,Adjective,12
urgeo,Verb,23
includo,Verb,20
velut,Adverb,29
si,Conjunction,206
quando,Adverb,20
flumen,Noun,42
nanciscor,Verb,3
cervus,Noun,7
aut,Conjunction,216
Puniceus,Adjective,3
saepio,Verb,9
formido,Noun,18
pinna,Noun,6
venator,Noun,2
cursus,Noun,73
canis,Noun,10
et,Conjunction,2083
latratus,Noun,3
insto,Verb,33
ille,Pronoun,379
autem,Conjunction,28
insidiae,Noun,15
et,Conjunction,2083
ripa,Noun,29
terreo,Verb,24
altus,Adjective,175
mille,Number,30
fugio,Verb,73
refugio,Verb,9
que,Conjunction,3212
via,Noun,78
at,Conjunction,146
vividus,Adjective,4
Umber,Adjective,1
haereo,Verb,39
hio,Verb,3
iam,Adverb,250
iam,Adverb,250
que,Conjunction,3212
teneo,Verb,133
similis,Adjective,21
que,Conjunction,3212
teneo,Verb,133
increpo,Verb,9
mala,Noun,7
morsus,Noun,8
que,Conjunction,3212
eludo,Verb,2
inanis,Adjective,24
sum,Verb,531
tum,Adverb,248
vero,Adverb,44
exorior,Verb,8
clamor,Noun,66
ripa,Noun,29
que,Conjunction,3212
lacus,Noun,15
que,Conjunction,3212
responso,Verb,1
circa,Preposition,4
et,Conjunction,2083
caelum,Noun,142
tono,Verb,7
omnis,Adjective,330
tumultus,Noun,14
ille,Pronoun,379
simul,Adverb,63
fugio,Verb,73
Rutulus,Adjective,64
simul,Adverb,63
increpo,Verb,9
omnis,Adjective,330
nomen,Noun,90
quisque,Pronoun,32
voco,Verb,110
notus,Adjective,30
que,Conjunction,3212
efflagito,Verb,1
ensis,Noun,62
Aeneas,Noun,238
mors,Noun,71
contra,Preposition,75
praesens,Adjective,10
que,Conjunction,3212
minor,Verb,12
exitium,Noun,8
si,Conjunction,206
quisquam,Pronoun,21
adeo,Verb,17
terreo,Verb,24
que,Conjunction,3212
tremo,Verb,22
excido,Verb,5
urbs,Noun,196
minitor,Verb,1
et,Conjunction,2083
saucius,Adjective,8
insto,Verb,33
quinque,Number,3
orbis,Noun,34
expleo,Verb,9
cursus,Noun,73
totidem,Pronoun,14
que,Conjunction,3212
retexo,Verb,1
huc,Adverb,53
illuc,Adverb,9
neque,Conjunction,72
enim,Conjunction,39
levis,Adjective,26
aut,Conjunction,216
ludicer,Adjective,1
peto,Verb,128
praemium,Noun,18
sed,Conjunction,146
Turnus,Noun,152
de,Preposition,113
vita,Noun,49
et,Conjunction,2083
sanguis,Noun,96
certo,Verb,22
forte,Adverb,35
sacer,Adjective,47
Faunus,Noun,11
folium,Noun,12
oleaster,Noun,1
amarus,Adjective,7
hic,Adverb,133
sto,Verb,88
nauta,Noun,12
olim,Adverb,20
venerabilis,Adjective,2
lignum,Noun,4
servo,Verb,56
e,Preposition,131
unda,Noun,109
ubi,Adverb,108
figo,Verb,38
donum,Noun,58
soleo,Verb,13
Laurens,Adjective,20
divus,Noun,69
et,Conjunction,2083
voveo,Verb,3
suspendo,Verb,17
vestis,Noun,32
sed,Conjunction,146
stirps,Noun,19
Teucrus,Adjective,130
nullus,Adjective,57
discrimen,Noun,16
sacer,Adjective,47
tollo,Verb,69
purus,Adjective,8
ut,Conjunction,160
possum,Verb,95
concurro,Verb,22
campus,Noun,78
hic,Adverb,133
hasta,Noun,72
Aeneas,Noun,238
sto,Verb,88
huc,Adverb,53
impetus,Noun,4
ille,Pronoun,379
defero,Verb,15
figo,Verb,38
et,Conjunction,2083
lentus,Adjective,13
radix,Noun,7
teneo,Verb,133
incumbo,Verb,20
volo,Verb,46
que,Conjunction,3212
manus,Noun,206
convello,Verb,11
ferrum,Noun,109
Dardanides,Noun,22
telum,Noun,147
que,Conjunction,3212
sequor,Verb,122
qui,Pronoun,766
prehendo,Verb,8
cursus,Noun,73
non,Adverb,259
possum,Verb,95
tum,Adverb,248
vero,Adverb,44
amens,Adjective,13
formido,Noun,18
Turnus,Noun,152
Faunus,Noun,11
precor,Verb,36
misereor,Verb,13
inquam,Verb,29
tu,Pronoun,419
que,Conjunction,3212
bonus,Adjective,43
ferrum,Noun,109
terra,Noun,166
teneo,Verb,133
colo,Verb,20
vester,Adjective,34
si,Conjunction,206
semper,Adverb,27
honor,Noun,61
qui,Pronoun,766
contra,Preposition,75
Aeneades,Noun,18
bellum,Noun,179
facio,Verb,55
profanus,Adjective,2
dico,Verb,149
ops,Noun,26
que,Conjunction,3212
deus,Noun,181
non,Adverb,259
cassus,Adjective,3
in,Preposition,769
votum,Noun,29
voco,Verb,110
namque,Conjunction,42
diu,Adverb,10
luctor,Verb,8
lentus,Adjective,13
que,Conjunction,3212
in,Preposition,769
stirps,Noun,19
moror,Verb,31
vis,Noun,110
haud,Adverb,102
ullus,Adjective,49
valeo,Verb,21
discludo,Verb,1
morsus,Noun,8
robur,Noun,24
Aeneas,Noun,238
dum,Conjunction,81
nitor,Verb,10
acer,Adjective,46
et,Conjunction,2083
insto,Verb,33
rursus,Adverb,29
in,Preposition,769
auriga,Noun,8
facies,Noun,34
muto,Verb,21
Metiscus,Noun,5
procurro,Verb,6
frater,Noun,40
que,Conjunction,3212
ensis,Noun,62
dea,Noun,55
Daunius,Adjective,3
reddo,Verb,39
qui,Pronoun,766
Venus,Noun,34
audax,Adjective,13
nympha,Noun,23
indignor,Verb,10
licet,Verb,25
accedo,Verb,11
telum,Noun,147
que,Conjunction,3212
altus,Adjective,175
a,Preposition,197
radix,Noun,7
revello,Verb,11
ille,Pronoun,379
sublimis,Adjective,15
arma,Noun,279
animus,Noun,162
que,Conjunction,3212
reficio,Verb,3
hic,Pronoun,694
gladius,Noun,5
fidens,Adjective,5
hic,Pronoun,694
acer,Adjective,46
et,Conjunction,2083
arduus,Adjective,28
hasta,Noun,72
adsisto,Verb,2
contra,Preposition,75
certamen,Noun,33
Mars,Noun,43
anhelus,Adjective,3
Iuno,Noun,56
interea,Adverb,55
rex,Noun,132
omnipotens,Adjective,22
Olympus,Noun,25
alloquor,Verb,14
fulvus,Adjective,19
pugna,Noun,70
de,Preposition,113
nubes,Noun,43
tueor,Verb,19
quis,Pronoun,350
iam,Adverb,250
finis,Noun,43
sum,Verb,531
coniunx,Noun,60
quis,Pronoun,350
denique,Adverb,4
resto,Verb,10
Indigetes,Noun,1
Aeneas,Noun,238
scio,Verb,13
ipse,Pronoun,289
et,Conjunction,2083
scio,Verb,13
fateor,Verb,12
debeo,Verb,18
caelum,Noun,142
fatum,Noun,125
que,Conjunction,3212
ad,Preposition,322
sidus,Noun,57
tollo,Verb,69
quis,Pronoun,350
struo,Verb,13
aut,Conjunction,216
quis,Pronoun,350
spes,Noun,46
gelidus,Adjective,19
in,Preposition,769
nubes,Noun,43
haereo,Verb,39
mortalis,Adjective,24
ne,Adverb,63
decet,Verb,7
violo,Verb,9
vulnus,Noun,70
divus,Noun,69
aut,Conjunction,216
ensis,Noun,62
quis,Pronoun,350
enim,Conjunction,39
sine,Preposition,29
tu,Pronoun,419
Iuturna,Noun,13
valeo,Verb,21
eripio,Verb,46
reddo,Verb,39
Turnus,Noun,152
et,Conjunction,2083
vis,Noun,110
cresco,Verb,8
vinco,Verb,59
desino,Verb,5
iam,Adverb,250
tandem,Adverb,42
prex,Noun,21
que,Conjunction,3212
inflecto,Verb,3
noster,Adjective,94
ne,Conjunction,66
tu,Pronoun,419
tantus,Adjective,118
edo,Verb,3
tacitus,Adjective,23
dolor,Noun,40
et,Conjunction,2083
ego,Pronoun,389
cura,Noun,70
saepe,Adverb,22
tuus,Adjective,115
dulcis,Adjective,23
tristis,Adjective,44
e,Preposition,131
os,Noun,142
recurso,Verb,3
venio,Verb,122
ad,Preposition,322
supremum,Noun,2
sum,Verb,531
terra,Noun,166
agito,Verb,19
vel,Conjunction,26
unda,Noun,109
Troianus,Adjective,46
possum,Verb,95
infandus,Adjective,17
accendo,Verb,25
bellum,Noun,179
deformo,Verb,2
domus,Noun,85
et,Conjunction,2083
luctus,Noun,24
misceo,Verb,45
hymenaeus,Noun,14
ultra,Preposition,8
tento,Verb,27
veto,Verb,10
sic,Adverb,162
Iuppiter,Noun,86
ordior,Verb,9
sic,Adverb,162
dea,Noun,55
sumitto,Verb,5
contra,Preposition,75
Saturnius,Adjective,22
vultus,Noun,32
iste,Pronoun,31
quidem,Adverb,7
quia,Conjunction,6
notus,Adjective,30
ego,Pronoun,389
tuus,Adjective,115
magnus,Adjective,282
voluntas,Noun,5
Iuppiter,Noun,86
et,Conjunction,2083
Turnus,Noun,152
et,Conjunction,2083
terra,Noun,166
invitus,Adjective,6
relinquo,Verb,80
nec,Conjunction,331
tu,Pronoun,419
ego,Pronoun,389
aerius,Adjective,9
solus,Adjective,61
nunc,Adverb,216
sedes,Noun,62
video,Verb,214
dignus,Adjective,20
indignus,Adjective,9
patior,Verb,32
sed,Conjunction,146
flamma,Noun,73
cingo,Verb,35
sub,Preposition,160
ipse,Pronoun,289
sto,Verb,88
acies,Noun,67
traho,Verb,41
que,Conjunction,3212
inimicus,Adjective,26
in,Preposition,769
proelium,Noun,41
Teucrus,Adjective,130
Iuturna,Noun,13
miser,Adjective,72
fateor,Verb,12
succurro,Verb,9
frater,Noun,40
suadeo,Verb,11
et,Conjunction,2083
pro,Preposition,48
vita,Noun,49
magnus,Adjective,282
audeo,Verb,38
probo,Verb,3
non,Adverb,259
ut,Conjunction,160
telum,Noun,147
tamen,Adverb,38
non,Adverb,259
ut,Conjunction,160
contendo,Verb,13
arcus,Noun,23
adiuro,Verb,1
Stygius,Adjective,18
caput,Noun,84
implacabilis,Adjective,2
fons,Noun,12
unus,Number,100
superstitio,Noun,2
superus,Adjective,113
qui,Pronoun,766
reddo,Verb,39
divus,Noun,69
et,Conjunction,2083
nunc,Adverb,216
cedo,Verb,41
equidem,Adverb,31
pugna,Noun,70
que,Conjunction,3212
exosus,Adjective,4
relinquo,Verb,80
ille,Pronoun,379
tu,Pronoun,419
nullus,Adjective,57
fatum,Noun,125
qui,Pronoun,766
lex,Noun,15
teneo,Verb,133
pro,Preposition,48
Latium,Noun,31
obtestor,Verb,5
pro,Preposition,48
maiestas,Noun,1
tui,Pronoun,14
cum,Conjunction,164
iam,Adverb,250
conubium,Noun,14
pax,Noun,37
felix,Adjective,21
sum,Verb,531
compono,Verb,16
cum,Conjunction,164
iam,Adverb,250
lex,Noun,15
et,Conjunction,2083
foedus,Noun,42
iungo,Verb,36
ne,Conjunction,66
vetus,Adjective,28
indigena,Noun,2
nomen,Noun,90
muto,Verb,21
Latinus,Adjective,63
neu,Conjunction,21
Troes,Noun,27
fio,Verb,17
iubeo,Verb,70
Teucrus,Adjective,130
que,Conjunction,3212
voco,Verb,110
aut,Conjunction,216
vox,Noun,113
muto,Verb,21
vir,Noun,170
aut,Conjunction,216
verto,Verb,73
vestis,Noun,32
sum,Verb,531
Latium,Noun,31
sum,Verb,531
Albanus,Adjective,8
per,Preposition,351
saeculum,Noun,8
rex,Noun,132
sum,Verb,531
Romanus,Adjective,22
potens,Adjective,19
Italus,Adjective,43
virtus,Noun,38
propago,Noun,2
occido,Verb,9
occido,Verb,9
que,Conjunction,3212
sino,Verb,31
cum,Preposition,139
nomen,Noun,90
Troia,Noun,87
ille,Pronoun,379
subrideo,Verb,4
homo,Noun,34
res,Noun,98
que,Conjunction,3212
repertor,Noun,2
sum,Verb,531
germanus,Adjective,13
Iuppiter,Noun,86
Saturnus,Noun,7
que,Conjunction,3212
alter,Adjective,29
proles,Noun,24
ira,Noun,65
tantus,Adjective,118
volvo,Verb,53
sub,Preposition,160
pectus,Noun,120
fluctus,Noun,44
verum,Conjunction,6
age,Interjection,22
et,Conjunction,2083
incipio,Verb,24
frustra,Adverb,19
sumitto,Verb,5
furor,Noun,24
do,Verb,317
qui,Pronoun,766
volo,Verb,46
et,Conjunction,2083
ego,Pronoun,389
vinco,Verb,59
que,Conjunction,3212
volens,Adjective,9
que,Conjunction,3212
remitto,Verb,17
sermo,Noun,15
Ausonius,Adjective,26
patrius,Adjective,54
mos,Noun,44
que,Conjunction,3212
teneo,Verb,133
ut,Conjunction,160
que,Conjunction,3212
sum,Verb,531
nomen,Noun,90
sum,Verb,531
commisceo,Verb,8
corpus,Noun,126
tantum,Adverb,36
subsido,Verb,5
Teucrus,Adjective,130
mos,Noun,44
ritus,Noun,3
que,Conjunction,3212
sacrum,Noun,27
adicio,Verb,4
facio,Verb,55
que,Conjunction,3212
omnis,Adjective,330
unus,Number,100
os,Noun,142
Latinus,Adjective,63
hinc,Adverb,86
genus,Noun,70
Ausonius,Adjective,26
misceo,Verb,45
qui,Pronoun,766
sanguis,Noun,96
surgo,Verb,47
supra,Preposition,13
homo,Noun,34
supra,Preposition,13
eo,Verb,138
deus,Noun,181
pietas,Noun,22
video,Verb,214
nec,Conjunction,331
gens,Noun,96
ullus,Adjective,49
tuus,Adjective,115
aeque,Adverb,2
celebro,Verb,11
honor,Noun,61
adnuo,Verb,9
hic,Pronoun,694
Iuno,Noun,56
et,Conjunction,2083
mens,Noun,67
laetor,Verb,8
retorqueo,Verb,4
interea,Adverb,55
excedo,Verb,11
caelum,Noun,142
nubes,Noun,43
que,Conjunction,3212
relinquo,Verb,80
hic,Pronoun,694
ago,Verb,102
alius,Adjective,100
genitor,Noun,57
sui,Pronoun,303
cum,Preposition,139
ipse,Pronoun,289
voluto,Verb,10
Iuturna,Noun,13
que,Conjunction,3212
paro,Verb,58
frater,Noun,40
dimitto,Verb,9
a,Preposition,197
arma,Noun,279
dico,Verb,149
geminus,Adjective,41
pestis,Noun,14
cognomen,Noun,14
Dira,Noun,5
qui,Pronoun,766
et,Conjunction,2083
Tartareus,Adjective,7
nox,Noun,97
intempestus,Adjective,3
Megaera,Noun,1
unus,Number,100
idem,Pronoun,55
que,Conjunction,3212
fero,Verb,273
partus,Noun,6
pār,Adjective,26
que,Conjunction,3212
revincio,Verb,4
serpens,Noun,9
spira,Noun,2
ventosus,Adjective,5
que,Conjunction,3212
addo,Verb,40
ala,Noun,33
hic,Pronoun,694
Iuppiter,Noun,86
ad,Preposition,322
solium,Noun,10
saevus,Adjective,59
que,Conjunction,3212
in,Preposition,769
limen,Noun,68
rex,Noun,132
appareo,Verb,17
acuo,Verb,7
que,Conjunction,3212
metus,Noun,39
mortalis,Adjective,24
aeger,Adjective,18
si,Conjunction,206
quando,Adverb,20
letum,Noun,34
horrificus,Adjective,3
morbus,Noun,3
que,Conjunction,3212
deus,Noun,181
rex,Noun,132
molior,Verb,16
mereor,Verb,7
aut,Conjunction,216
bellum,Noun,179
territo,Verb,4
urbs,Noun,196
hic,Pronoun,694
unus,Number,100
celer,Adjective,25
demitto,Verb,23
a,Preposition,197
aether,Noun,52
superus,Adjective,113
Iuppiter,Noun,86
in,Preposition,769
que,Conjunction,3212
omen,Noun,21
Iuturna,Noun,13
occurro,Verb,17
iubeo,Verb,70
ille,Pronoun,379
volo,Verb,54
celer,Adjective,25
que,Conjunction,3212
ad,Preposition,322
terra,Noun,166
turbo,Noun,17
fero,Verb,273
non,Adverb,259
secus,Adverb,15
ac,Conjunction,112
nervus,Noun,7
per,Preposition,351
nubes,Noun,43
impello,Verb,19
sagitta,Noun,28
armo,Verb,23
saevus,Adjective,59
Parthus,Adjective,3
qui,Pronoun,766
fel,Noun,2
venenum,Noun,9
Parthus,Adjective,3
sive,Conjunction,44
Cydon,Noun,2
telum,Noun,147
immedicabilis,Adjective,1
torqueo,Verb,43
strideo,Verb,21
et,Conjunction,2083
celer,Adjective,25
incognitus,Adjective,3
transilio,Verb,2
umbra,Noun,69
talis,Pronoun,148
sui,Pronoun,303
sero,Verb,15
nox,Noun,97
fero,Verb,273
terra,Noun,166
que,Conjunction,3212
peto,Verb,128
postquam,Conjunction,37
acies,Noun,67
video,Verb,214
Iliacus,Adjective,24
atque,Conjunction,293
agmen,Noun,98
Turnus,Noun,152
ales,Noun,11
in,Preposition,769
parvus,Adjective,37
subitus,Adjective,27
colligo,Verb,16
figura,Noun,3
qui,Pronoun,766
quondam,Adverb,41
in,Preposition,769
bustum,Noun,3
aut,Conjunction,216
culmen,Noun,15
desertus,Adjective,10
nox,Noun,97
sedeo,Verb,37
serum,Noun,1
cano,Verb,43
importunus,Adjective,2
per,Preposition,351
umbra,Noun,69
hic,Pronoun,694
verto,Verb,73
in,Preposition,769
facies,Noun,34
Turnus,Noun,152
sui,Pronoun,303
pestis,Noun,14
ob,Preposition,16
os,Noun,142
fero,Verb,273
que,Conjunction,3212
refero,Verb,64
que,Conjunction,3212
sono,Verb,28
clipeus,Noun,50
que,Conjunction,3212
everbero,Verb,1
ala,Noun,33
ille,Pronoun,379
membrum,Noun,31
novus,Adjective,49
solvo,Verb,38
formido,Noun,18
torpor,Noun,1
arrigo,Verb,21
que,Conjunction,3212
horror,Noun,7
coma,Noun,25
et,Conjunction,2083
vox,Noun,113
faux,Noun,15
haereo,Verb,39
at,Conjunction,146
procul,Adverb,50
ut,Conjunction,160
Dira,Noun,5
stridor,Noun,7
agnosco,Verb,30
et,Conjunction,2083
ala,Noun,33
infelix,Adjective,48
crinis,Noun,28
scindo,Verb,13
Iuturna,Noun,13
solvo,Verb,38
unguis,Noun,7
os,Noun,142
soror,Noun,39
foedo,Verb,11
et,Conjunction,2083
pectus,Noun,120
pugnus,Noun,3
quis,Pronoun,350
nunc,Adverb,216
tu,Pronoun,419
tuus,Adjective,115
Turnus,Noun,152
possum,Verb,95
germanus,Adjective,13
iuvo,Verb,31
aut,Conjunction,216
quis,Pronoun,350
iam,Adverb,250
durus,Adjective,59
